1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtExposure,BsmtFinSF1,BsmtFinType1,BsmtUnfSF,GarageArea,GarageFinish,GrLivArea,KitchenQual,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,HouseAge,RemodAge,GarageAge,TotalSF,AboveGradeSF,IsRemodeled,Has2ndFlr,HasPorch,HasDeck
1216,941.0,4.0,No,445,Rec,479,487,,2157,Gd,14200,88.0,309.0,66,6,7,924,59,59,59.0,3081.0,2157.0,0,1,0,0
1060,0.0,3.0,No,840,GLQ,200,572,,1060,TA,4224,44.0,0.0,110,7,5,1040,49,49,49.0,2100.0,1060.0,0,0,0,1
2633,0.0,2.0,Gd,1282,GLQ,1351,804,RFn,2633,Ex,11400,,705.0,140,5,10,2633,24,23,24.0,5266.0,2633.0,1,0,0,0
1048,,2.0,No,0,Unf,993,280,Unf,1048,TA,6380,58.0,0.0,0,6,5,993,103,75,103.0,2041.0,1048.0,1,0,0,0
953,711.0,3.0,No,0,Unf,953,460,RFn,1664,TA,8121,,0.0,40,5,6,953,25,25,25.0,2617.0,1664.0,0,1,0,0
784,0.0,2.0,No,0,Unf,784,360,Unf,784,TA,9000,60.0,0.0,0,3,6,784,97,75,75.0,1568.0,784.0,1,0,1,0
1279,0.0,3.0,No,641,ALQ,276,473,Unf,1279,TA,10125,75.0,0.0,83,6,6,1196,48,48,45.0,2475.0,1279.0,0,0,0,0
1229,0.0,3.0,No,1059,ALQ,75,284,RFn,1229,TA,17140,,0.0,0,6,4,1134,69,69,69.0,2363.0,1229.0,0,0,0,0
1268,0.0,2.0,No,540,LwQ,728,244,Fin,1268,TA,7800,78.0,200.0,98,6,5,1268,71,71,71.0,2536.0,1268.0,0,0,0,0
1428,0.0,3.0,No,0,Unf,1428,480,Fin,1428,Gd,11639,95.0,,120,5,7,1428,18,17,18.0,2856.0,1428.0,1,0,0,0
1125,0.0,,Av,631,ALQ,410,352,Unf,1125,TA,7200,72.0,255.0,0,6,6,1041,49,49,48.0,2166.0,1125.0,0,0,0,1
1008,0.0,2.0,No,486,BLQ,522,275,,1008,TA,11425,,0.0,0,6,5,1008,71,71,71.0,2016.0,1008.0,0,0,0,0
1630,0.0,3.0,Gd,0,Unf,1622,860,RFn,1630,Ex,10226,61.0,270.0,42,5,8,1622,17,17,17.0,3252.0,1630.0,0,0,0,0
864,864.0,3.0,No,503,Rec,361,673,RFn,1728,Gd,8791,64.0,0.0,56,5,6,864,22,22,22.0,2592.0,1728.0,0,1,0,0
1211,0.0,3.0,No,250,BLQ,210,322,,1211,TA,8250,55.0,0.0,63,5,5,952,57,57,57.0,2163.0,1211.0,0,0,0,0
1040,0.0,,No,369,LwQ,671,286,RFn,1040,TA,7560,70.0,0.0,0,5,5,1040,66,66,66.0,2080.0,1040.0,0,0,0,0
1707,0.0,2.0,No,0,Unf,1686,511,RFn,1707,TA,16669,,653.0,64,6,8,1686,44,44,44.0,3393.0,1707.0,0,0,0,0
955,,3.0,No,0,Unf,935,462,Fin,1632,TA,9084,63.0,0.0,28,5,7,935,27,27,27.0,1890.0,955.0,0,0,0,0
1392,0.0,3.0,No,1302,,90,528,Unf,1392,TA,11341,,180.0,0,6,5,1392,68,29,68.0,2784.0,1392.0,1,0,0,0
1319,0.0,3.0,No,428,BLQ,0,270,Unf,1319,TA,10634,79.0,0.0,0,6,5,608,72,72,72.0,1927.0,1319.0,0,0,0,0
742,742.0,3.0,No,0,Unf,742,390,Fin,1484,Gd,12589,149.0,0.0,24,5,6,742,20,20,20.0,2226.0,1484.0,0,1,0,0
971,0.0,3.0,Gd,523,,448,300,Unf,971,TA,9920,69.0,0.0,0,6,5,971,56,56,56.0,1942.0,971.0,0,0,0,0
1062,0.0,3.0,Av,539,ALQ,490,539,RFn,1062,TA,11333,,0.0,0,5,6,1029,49,49,49.0,2091.0,1062.0,0,0,0,1
980,0.0,4.0,Gd,945,,0,0,,980,TA,9400,35.0,250.0,0,5,6,945,50,50,,1925.0,980.0,0,0,0,0
1405,0.0,2.0,No,0,Unf,1405,478,RFn,1405,Gd,3136,,163.0,36,5,7,1405,22,22,22.0,2810.0,1405.0,0,0,0,0
959,712.0,3.0,No,786,GLQ,173,472,Fin,1671,TA,10852,58.0,0.0,38,5,6,959,25,25,25.0,2630.0,1671.0,0,1,0,0
1074,0.0,3.0,No,788,ALQ,268,495,RFn,1074,TA,10140,78.0,0.0,88,6,5,1056,50,50,50.0,2130.0,1074.0,0,0,0,0
1547,720.0,2.0,,0,,0,672,Unf,2320,TA,14762,,0.0,144,6,5,0,77,75,46.0,2267.0,2267.0,1,1,0,0
918,0.0,2.0,No,0,Unf,918,264,Unf,918,TA,7892,55.0,0.0,0,5,6,918,46,46,46.0,1836.0,918.0,0,0,0,0
1437,0.0,3.0,Gd,1157,ALQ,280,528,RFn,1437,Gd,10768,90.0,0.0,21,8,5,1437,49,21,49.0,2874.0,1437.0,1,0,0,0
1069,0.0,2.0,No,360,ALQ,709,440,RFn,1069,TA,4043,53.0,0.0,55,5,6,1069,48,48,48.0,2138.0,1069.0,0,0,0,0
829,727.0,4.0,No,298,Rec,429,441,,1556,TA,11700,78.0,0.0,0,6,6,727,57,57,57.0,2283.0,1556.0,0,1,0,0
824,1070.0,4.0,No,624,GLQ,193,510,,1894,Gd,11316,80.0,44.0,40,5,7,817,23,22,23.0,2711.0,1894.0,1,1,0,0
1973,0.0,3.0,Av,0,Unf,1935,895,Fin,1973,Gd,14226,110.0,375.0,45,5,8,1935,19,19,19.0,3908.0,1973.0,0,0,0,0
1898,1080.0,5.0,No,0,Unf,710,564,Fin,2978,Gd,11275,96.0,300.0,0,7,7,710,58,18,64.0,3688.0,2978.0,1,1,0,0
848,0.0,1.0,Av,662,GLQ,186,420,RFn,848,Gd,4438,,205.0,0,5,6,848,21,21,21.0,1696.0,848.0,0,0,0,0
804,670.0,3.0,No,0,Unf,384,400,Fin,1474,TA,8530,,22.0,72,5,7,384,30,29,30.0,1858.0,1474.0,1,1,0,1
1056,0.0,3.0,No,480,BLQ,108,260,Unf,1056,TA,9250,80.0,0.0,0,7,5,1056,71,20,71.0,2112.0,1056.0,1,0,0,0
902,0.0,2.0,Av,301,BLQ,239,484,Unf,902,TA,8885,,0.0,0,5,5,864,42,42,42.0,1766.0,902.0,0,0,0,0
1032,0.0,3.0,Av,605,ALQ,427,564,Unf,1032,TA,10395,,233.0,0,6,6,1032,47,47,47.0,2064.0,1032.0,0,0,0,0
1077,0.0,2.0,No,0,Unf,961,338,Unf,1077,TA,8967,60.0,0.0,0,2,5,961,105,75,105.0,2038.0,1077.0,1,0,0,0
1235,0.0,2.0,No,600,Rec,635,480,Unf,1235,TA,8500,85.0,203.0,0,3,5,1235,64,64,64.0,2470.0,1235.0,0,0,0,0
1442,0.0,3.0,Mn,738,GLQ,172,719,Fin,1442,Gd,10357,114.0,0.0,244,5,7,910,35,34,35.0,2352.0,1442.0,1,0,0,0
483,504.0,2.0,No,387,ALQ,96,264,Unf,987,TA,1680,21.0,232.0,0,5,6,483,54,54,54.0,1470.0,987.0,0,1,0,0
1004,0.0,2.0,Gd,975,GLQ,0,504,Unf,1004,TA,10530,78.0,90.0,0,5,6,975,48,48,48.0,1979.0,1004.0,0,0,0,0
1006,0.0,3.0,No,288,GLQ,718,0,,1006,TA,9000,,0.0,24,3,5,1006,66,66,,2012.0,1006.0,0,0,0,0
936,780.0,6.0,No,210,,570,0,,1716,Fa,5687,55.0,0.0,184,6,5,780,113,25,,2496.0,1716.0,1,1,0,0
860,,3.0,No,0,Unf,860,565,RFn,1720,Gd,11645,89.0,0.0,70,5,7,860,21,21,21.0,1720.0,860.0,0,0,0,0
960,0.0,2.0,No,250,ALQ,710,308,Unf,960,Fa,6000,50.0,0.0,0,4,4,960,105,75,28.0,1920.0,960.0,1,0,0,0
1604,0.0,3.0,No,1334,GLQ,270,660,RFn,1604,Gd,8814,68.0,180.0,110,5,7,1604,19,19,19.0,3208.0,1604.0,0,0,0,0
2217,0.0,4.0,Gd,351,ALQ,1043,621,Unf,2217,Gd,15865,95.0,0.0,207,6,8,2217,55,55,55.0,4434.0,2217.0,0,0,0,0
1844,0.0,3.0,Av,1110,Rec,734,540,RFn,1844,Gd,16381,,312.0,73,5,6,1844,56,56,56.0,3688.0,1844.0,0,0,1,0
799,772.0,3.0,No,0,Unf,799,380,RFn,1571,TA,7837,59.0,0.0,40,7,6,799,32,31,32.0,2370.0,1571.0,1,1,0,0
1479,0.0,3.0,No,0,Unf,1468,577,RFn,1479,Gd,9382,93.0,125.0,25,5,7,1468,26,25,26.0,2947.0,1479.0,1,0,0,0
1619,167.0,3.0,Gd,1249,,103,529,Fin,1786,TA,164660,,0.0,0,6,5,1499,60,60,60.0,3285.0,1786.0,0,1,0,0
1632,0.0,3.0,No,620,Rec,0,338,RFn,1632,TA,9600,80.0,183.0,0,6,6,1240,67,37,67.0,2872.0,1632.0,1,0,0,0
866,902.0,3.0,Av,20,GLQ,846,578,RFn,1768,Gd,10769,68.0,0.0,105,5,8,866,18,18,18.0,2634.0,1768.0,0,1,0,0
1096,0.0,3.0,Mn,75,BLQ,230,299,Fin,1096,TA,15870,,0.0,32,5,5,1096,56,56,56.0,2192.0,1096.0,0,0,0,0
1236,857.0,3.0,No,0,Unf,791,542,Fin,2093,TA,20544,46.0,123.0,63,6,7,791,39,34,39.0,2884.0,2093.0,1,1,0,0
660,688.0,3.0,No,512,BLQ,148,453,RFn,1348,TA,7590,69.0,266.0,108,5,6,660,59,59,59.0,2008.0,1348.0,0,1,0,0
728,728.0,3.0,Av,648,GLQ,80,410,Fin,1456,Gd,8199,63.0,0.0,18,5,7,728,20,20,20.0,2184.0,1456.0,0,1,0,1
1600,0.0,2.0,Gd,1277,BLQ,207,319,RFn,1600,TA,16321,47.0,0.0,258,6,5,1484,68,28,68.0,3084.0,1600.0,1,0,0,0
1700,0.0,3.0,Av,340,GLQ,1342,544,RFn,1700,Gd,9135,70.0,120.0,23,5,6,1682,22,22,22.0,3382.0,1700.0,0,0,0,0
808,785.0,3.0,No,0,Unf,808,389,RFn,1593,TA,9636,,0.0,40,5,6,808,33,32,32.0,2401.0,1593.0,1,1,0,0
1363,0.0,2.0,No,650,BLQ,178,288,Unf,1363,TA,14559,75.0,70.0,42,7,5,1008,74,25,74.0,2371.0,1363.0,1,0,0,0
855,586.0,3.0,No,311,ALQ,544,440,Unf,1441,TA,2289,24.0,0.0,0,6,6,855,47,47,47.0,2296.0,1441.0,0,1,0,0
1710,0.0,2.0,Gd,1400,,310,866,RFn,1710,Gd,13891,107.0,436.0,102,5,8,1710,18,17,18.0,3420.0,1710.0,1,0,0,0
1222,888.0,3.0,No,695,GLQ,253,463,RFn,2110,Gd,8880,,0.0,130,5,7,948,31,23,31.0,3058.0,2110.0,1,1,0,0
725,754.0,3.0,No,533,GLQ,192,475,RFn,1479,Gd,13517,,289.0,44,8,6,725,49,20,49.0,2204.0,1479.0,1,1,0,0
767,0.0,1.0,Av,584,GLQ,0,367,Fin,767,TA,4058,34.0,182.0,40,5,7,723,27,27,27.0,1490.0,767.0,0,0,0,0
664,,3.0,Av,554,GLQ,100,426,RFn,1496,Gd,17104,58.0,0.0,24,5,7,654,19,19,19.0,1318.0,664.0,0,0,0,1
1567,0.0,1.0,Av,1154,GLQ,366,648,Fin,1567,Ex,3982,53.0,0.0,0,5,8,1520,19,19,19.0,3087.0,1567.0,0,0,0,0
1148,0.0,2.0,Mn,210,LwQ,219,308,Unf,1148,TA,6420,57.0,0.0,0,7,5,980,73,73,73.0,2128.0,1148.0,0,0,0,0
1120,850.0,3.0,Mn,0,Unf,1085,753,Fin,1970,Ex,11065,86.0,788.0,74,5,8,1085,19,19,19.0,3055.0,1970.0,0,1,0,0
1453,1357.0,4.0,No,482,GLQ,971,750,RFn,2810,Gd,9572,,336.0,0,5,8,1453,35,35,35.0,4263.0,2810.0,0,1,0,0
1470,,4.0,No,986,GLQ,484,696,,2630,Gd,9200,80.0,473.0,66,5,8,1470,27,27,27.0,2940.0,1470.0,0,0,0,0
1105,1169.0,5.0,No,443,Rec,662,480,,2274,TA,11600,80.0,361.0,0,5,5,1105,65,65,65.0,3379.0,2274.0,0,1,0,0
1261,0.0,3.0,No,662,ALQ,599,433,RFn,1261,TA,9120,76.0,0.0,0,6,6,1261,67,67,67.0,2522.0,1261.0,0,0,0,0
1486,0.0,3.0,No,637,BLQ,849,480,Fin,1486,TA,9937,75.0,0.0,0,7,5,1486,61,26,57.0,2972.0,1486.0,1,0,0,0
773,0.0,2.0,No,570,,203,240,Unf,773,TA,7677,57.0,0.0,0,5,5,773,72,72,72.0,1546.0,773.0,0,0,0,0
1537,0.0,3.0,No,0,,1319,462,RFn,1537,Gd,8400,80.0,237.0,36,9,6,1319,63,20,63.0,2856.0,1537.0,1,0,0,0
866,913.0,,Av,0,Unf,866,546,RFn,1779,Gd,10400,80.0,0.0,36,5,7,866,27,27,27.0,2645.0,1779.0,0,1,0,0
1225,0.0,3.0,No,569,ALQ,381,0,,1225,TA,9320,77.0,0.0,0,5,4,950,66,66,,2175.0,1225.0,0,0,0,0
848,0.0,1.0,Av,659,GLQ,189,420,Fin,848,Gd,4435,36.0,170.0,0,5,6,848,22,22,22.0,1696.0,848.0,0,0,0,1
780,596.0,3.0,No,0,Unf,780,198,Unf,1376,TA,8600,50.0,0.0,0,6,6,780,88,75,88.0,2156.0,1376.0,1,1,0,0
742,729.0,3.0,No,381,GLQ,348,440,Unf,1471,TA,3230,34.0,894.0,24,5,6,729,26,26,26.0,2200.0,1471.0,0,1,0,0
869,0.0,2.0,No,0,Unf,440,0,,869,Fa,5900,51.0,0.0,0,7,4,440,102,67,,1309.0,869.0,1,0,0,0
729,729.0,2.0,No,419,GLQ,310,440,Unf,1458,TA,3230,34.0,1129.0,32,5,6,729,26,26,26.0,2187.0,1458.0,0,1,0,0
894,0.0,3.0,No,762,ALQ,102,440,Unf,894,TA,13350,100.0,0.0,0,5,5,864,51,51,51.0,1758.0,894.0,0,0,0,0
885,833.0,3.0,No,0,Unf,832,427,Fin,1718,TA,10141,74.0,40.0,94,5,7,832,27,27,27.0,2550.0,1718.0,0,1,0,0
1701,0.0,3.0,Gd,1390,ALQ,0,611,Fin,1701,TA,16647,,0.0,0,5,5,1390,50,44,50.0,3091.0,1701.0,1,0,0,0
864,0.0,3.0,No,600,BLQ,264,576,Unf,864,TA,12735,,0.0,0,5,4,864,53,53,45.0,1728.0,864.0,0,0,0,0
1094,761.0,3.0,No,0,Unf,528,512,RFn,1855,TA,9600,80.0,360.0,100,7,6,528,49,31,49.0,2383.0,1855.0,1,1,0,0
1651,0.0,3.0,No,1398,ALQ,0,616,Fin,1651,TA,12416,47.0,132.0,0,5,6,1606,39,39,39.0,3257.0,1651.0,0,0,0,0
612,612.0,,Av,0,Unf,612,528,RFn,1224,Gd,3951,40.0,76.0,234,5,6,612,16,16,16.0,1836.0,1224.0,0,1,0,0
928,0.0,3.0,No,308,Rec,620,288,Fin,928,TA,6000,50.0,0.0,0,6,5,928,68,68,68.0,1856.0,928.0,0,0,0,0
372,720.0,3.0,,0,,0,0,,1092,Fa,5600,70.0,0.0,0,5,4,0,95,75,,1092.0,1092.0,1,1,0,0
832,809.0,3.0,No,16,LwQ,712,546,Unf,1641,Ex,9600,60.0,0.0,0,7,7,728,100,35,100.0,2369.0,1641.0,1,1,1,0
708,708.0,3.0,No,404,ALQ,304,776,RFn,1416,TA,11700,90.0,420.0,169,6,6,708,57,57,57.0,2124.0,1416.0,0,1,0,0
1058,846.0,3.0,Av,546,GLQ,512,736,Fin,1904,Ex,10927,74.0,280.0,60,5,8,1058,20,20,22.0,2962.0,1904.0,0,1,0,0
936,0.0,2.0,No,248,BLQ,448,308,Fin,936,TA,5868,74.0,0.0,0,7,5,936,69,25,69.0,1872.0,936.0,1,0,0,0
716,840.0,3.0,No,81,,23,452,Fin,1556,TA,1950,24.0,0.0,0,6,6,716,45,45,45.0,2272.0,1556.0,0,1,0,0
864,0.0,2.0,No,120,LwQ,744,400,Unf,864,TA,19138,140.0,0.0,0,5,4,864,74,74,74.0,1728.0,864.0,0,0,0,0
1654,0.0,3.0,No,986,GLQ,668,900,Unf,1654,Gd,8125,,295.0,136,5,7,1654,23,23,23.0,3308.0,1654.0,0,0,0,0
1416,0.0,3.0,No,0,Unf,816,576,Unf,1416,Gd,25339,,0.0,0,7,5,816,107,18,18.0,2232.0,1416.0,1,0,0,0
1268,1097.0,,Mn,1163,GLQ,89,856,,2365,Gd,9430,82.0,673.0,128,5,8,1252,26,26,26.0,3617.0,2365.0,0,1,0,0
1067,0.0,2.0,No,442,BLQ,625,436,Unf,1067,Gd,9600,60.0,0.0,0,7,4,1067,75,30,29.0,2134.0,1067.0,1,0,0,0
1318,584.0,4.0,,0,,0,539,Unf,1902,TA,8930,68.0,0.0,0,5,6,0,47,47,47.0,1902.0,1902.0,0,1,0,0
1557,0.0,2.0,Gd,0,Unf,1374,420,Fin,1557,Gd,3196,,18.0,20,5,7,1374,22,21,22.0,2931.0,1557.0,1,0,0,0
1195,644.0,4.0,No,0,Unf,1195,486,Fin,1839,TA,16770,58.0,30.0,81,5,7,1195,27,27,27.0,3034.0,1839.0,0,1,0,0
